,StudentID,Age,Gender,Ethnicity,ParentalEducation,StudyTimeWeekly,Absences,Tutoring,ParentalSupport,Extracurricular,Sports,Music,Volunteering,GPA
58,1059,17.0,Male,Caucasian,High School,6.771080548741026,9,1,High,0,1,0,0,2.61383869367367
59,1060,15.0,Female,Other,None,9.468698671880976,23,0,High,0,1,0,0,0.9290125546259368
60,1061,17.0,Female,African American,High School,12.26340721486234,10,0,None,1,0,1,0,1.892758695926592
61,1062,17.0,Male,Caucasian,High School,17.376021916356407,12,0,Moderate,0,0,1,0,2.331261549308754
62,1063,15.0,Male,African American,Bachelors,13.238031529438572,11,0,High,0,1,0,0,2.234238472600233
63,1064,15.0,Male,Caucasian,High School,8.680977369563614,8,0,Moderate,0,1,0,0,2.3858282190764624
64,1065,17.0,Male,Caucasian,Some College,16.388557073407302,3,1,Very High,0,0,0,0,3.347356743507809
65,1066,16.0,Male,African American,High School,18.111642751462643,6,1,High,1,0,0,0,3.2618553073332905
66,1067,18.0,Male,Caucasian,Higher,2.3951993286439444,23,0,High,0,1,0,0,1.0396238791477144
67,1068,15.0,Female,Caucasian,High School,10.638659551055827,28,0,None,0,1,0,0,0.0278186247324679
68,1069,18.0,Female,Other,Some College,5.690239194848883,21,1,High,0,0,1,0,1.3299645378768772
69,1070,16.0,Female,Asian,High School,0.941223957538948,1,0,Very High,0,0,1,0,3.283916521897384
70,1071,16.0,Male,African American,Some College,13.370933902279706,6,0,Moderate,1,0,0,0,2.937454182316864
71,1072,16.0,Female,African American,High School,17.255415549184512,28,0,High,0,0,1,1,0.7388682028052602
72,1073,15.0,Male,African American,High School,3.258053089547881,8,0,Moderate,1,1,0,0,2.556801662833417
73,1074,16.0,Male,Caucasian,Bachelors,16.24827315247801,4,1,Moderate,0,0,0,0,3.300928568970799
74,1075,15.0,Female,Caucasian,Bachelors,17.067914670738833,14,0,High,1,0,1,0,2.200682946560561
75,1076,16.0,Male,Caucasian,Bachelors,18.28680885332967,17,0,High,0,1,0,0,1.8558655731681932
76,1077,18.0,Male,Caucasian,Some College,5.305701781721048,3,0,High,0,0,0,0,2.734401494419992
77,1078,18.0,Female,African American,Bachelors,18.079061303797783,18,1,Low,1,1,0,0,2.1317372971872284
78,1079,17.0,Female,Caucasian,None,6.413255094728645,19,0,Low,0,0,0,0,0.9797699107752862
79,1080,18.0,Female,Other,High School,11.046760269110056,25,0,High,0,1,0,0,0.994325023551287
80,1081,17.0,Male,Other,High School,1.0101494166456426,6,0,Low,0,1,0,0,2.0746999767813343
81,1082,18.0,Female,Asian,Some College,0.8776217673748721,25,0,Moderate,0,0,0,0,0.500508035804656
82,1083,15.0,Female,African American,High School,14.407464254644058,7,0,None,1,1,0,0,2.532438417587673
83,1084,18.0,Male,Asian,High School,8.88959955955582,16,0,Low,0,1,0,0,1.4633780357856976
84,1085,17.0,Female,Caucasian,Some College,5.125847507384352,12,0,High,1,1,0,0,2.342836773191855
85,1086,17.0,Female,Asian,Bachelors,3.808269920498204,23,0,High,0,0,0,0,1.1588463344506037
86,1087,,Female,Caucasian,High School,13.399069817184362,20,1,Low,1,0,1,1,1.5237487447337323
87,1088,15.0,Male,Asian,High School,0.0080308805067974,27,0,Low,0,0,1,0,0.0
88,1089,18.0,Male,Caucasian,High School,16.117823383937086,22,0,None,1,0,1,0,1.0586220144439875
89,1090,16.0,Male,Asian,High School,1.5849921225985764,10,0,Moderate,0,0,1,1,2.2297401841747666
90,1091,18.0,Male,Other,High School,3.829792298162389,26,0,Low,0,0,0,1,0.1947432807455151
91,1092,18.0,Female,Caucasian,Some College,7.724727905981792,0,0,Moderate,1,1,0,0,3.5069200713692137
92,1093,16.0,Male,Caucasian,Some College,9.697174794322072,1,1,High,0,0,0,0,3.552286943350944
93,1094,16.0,Male,Other,Some College,7.099902316278836,16,1,High,0,1,0,0,2.23849135429023
94,1095,16.0,Female,Caucasian,High School,6.414243299685878,4,0,Low,1,1,0,0,2.7084723438568763
95,1096,16.0,Female,Asian,Bachelors,19.278320241463767,29,0,High,0,0,0,1,0.7329082339013866
96,1097,16.0,Female,African American,High School,12.831593624867883,29,0,Very High,0,0,1,0,0.9654824453045304
97,1098,18.0,Male,Caucasian,Some College,0.4686591073477641,5,0,Moderate,0,1,0,0,2.5552328599380942
98,1099,16.0,Male,Caucasian,Bachelors,8.603518168886264,25,0,Moderate,1,0,1,1,0.7443222999212357
99,1100,15.0,Male,Caucasian,High School,17.500173994879404,24,0,Moderate,0,0,0,0,0.7220565813951911
100,1101,17.0,Female,Asian,High School,6.029123728213359,23,1,Low,1,1,0,1,1.2712295298373406
101,1102,16.0,Female,Caucasian,Bachelors,1.8911268954877647,6,0,High,1,0,1,1,2.52614214142023
102,1103,16.0,Male,African American,High School,15.167695431798355,27,0,High,1,1,0,0,0.9424153953595232
103,1104,18.0,Female,Caucasian,Some College,12.120276638721624,20,1,Moderate,0,1,0,0,1.515639098395023
104,1105,16.0,Female,African American,None,11.406250156530078,29,0,High,1,0,0,0,0.6482739267081915
105,1106,16.0,Female,Asian,Some College,1.0715311921481585,14,0,High,0,1,1,1,2.0488500821388604
106,1107,16.0,Male,Other,High School,2.8099801959103465,18,0,None,1,0,0,1,0.8422959992571388
107,1108,,Female,Caucasian,None,12.450987924262275,15,0,Low,0,1,0,0,1.4641879236906472
108,1109,16.0,Female,Asian,Some College,4.156476829176716,24,1,High,1,1,0,0,1.487946865169799
109,1110,17.0,Male,Asian,High School,10.081401594968488,12,1,Very High,0,0,0,0,2.587565796370635
110,1111,18.0,Male,African American,High School,10.89763372058787,4,1,High,0,0,0,0,3.2208069781948727
111,1112,17.0,Female,Other,None,5.670143805418788,2,1,Very High,0,0,1,0,3.5451594318003106
112,1113,18.0,Female,Caucasian,High School,18.968503110829857,2,0,Moderate,0,0,0,0,3.0895989530746477
113,1114,16.0,Male,Caucasian,High School,16.8492821367115,18,1,Low,0,1,1,0,1.919956439918208
114,1115,17.0,Male,Asian,None,14.44747015265597,13,1,Moderate,0,0,0,0,2.198593184586961
115,1116,18.0,Female,Caucasian,Bachelors,1.5598773281881817,15,0,None,0,0,0,1,0.8782126167627767
116,1117,15.0,Female,Asian,None,2.122600386180389,21,0,High,1,0,1,0,1.340368647512407
117,1118,16.0,Female,Asian,Some College,9.855626917299114,16,0,Very High,0,0,0,0,1.8195113357139088
118,1119,18.0,Female,Caucasian,High School,3.214266983819713,26,0,High,0,1,0,0,0.6193509314675341
119,1120,15.0,Male,Asian,High School,19.56530927058948,3,0,Moderate,1,0,1,1,3.619460869693516
120,1121,18.0,Female,Caucasian,Bachelors,3.170404680548189,12,1,Low,1,1,0,0,2.17490279620988
121,1122,15.0,Female,African American,High School,9.74935670927948,7,1,Low,0,1,1,0,2.974406014911044
122,1123,16.0,Male,African American,Higher,7.282421136830108,18,0,Moderate,0,0,0,0,0.9807358437488028
123,1124,17.0,Female,Other,High School,12.78772842908196,4,0,High,0,0,0,0,3.101673809015105
124,1125,15.0,Male,Caucasian,Some College,2.5807281777884983,1,1,Moderate,1,0,1,0,3.4982573417733205
125,1126,18.0,Female,Caucasian,Some College,8.606328560847817,14,0,Very High,1,0,0,0,2.590553445052984
126,1127,16.0,Female,African American,Bachelors,5.494100656142873,1,0,High,1,0,0,0,3.5350037581843186
127,1128,15.0,Male,Asian,Some College,17.75503049343376,10,1,Low,0,1,0,0,2.8199217452931866
128,1129,18.0,Male,African American,Some College,0.8117142426939017,12,1,Low,1,1,0,0,2.0165967745176614
129,1130,18.0,Female,Caucasian,High School,18.274549880129182,22,1,High,0,0,0,0,1.3711850388917164
130,1131,18.0,Female,Caucasian,High School,16.65988277106001,9,0,Low,0,0,0,0,2.1047955879699045
131,1132,15.0,Female,Caucasian,Bachelors,5.951414328816309,2,0,High,0,0,0,0,3.030439088696523
132,1133,15.0,Male,Asian,High School,15.785813093542094,4,1,Moderate,0,1,0,0,3.58242187231196
133,1134,15.0,Female,Caucasian,High School,0.6242712067749512,2,0,Low,1,0,0,0,2.4265467060392454
134,1135,17.0,Male,Caucasian,Some College,19.33731100586787,5,1,Moderate,1,0,0,0,3.161436270258364
135,1136,15.0,Male,Other,High School,10.531898851795788,12,0,Moderate,1,0,0,0,2.122638529628868
136,1137,15.0,Female,Caucasian,Higher,6.065620521308905,9,0,High,0,1,0,0,2.204860580997317
137,1138,15.0,Male,Other,Some College,7.251664251893541,18,0,None,1,0,1,1,1.182987500498048
138,1139,17.0,Female,African American,Some College,1.3281070692099473,7,0,High,1,0,0,0,2.7387957163436
139,1140,15.0,Female,Asian,Bachelors,19.786990280840783,17,1,High,0,0,0,0,2.2379013009826028
140,1141,18.0,Female,Caucasian,None,0.7858389030138491,2,0,High,1,0,0,0,3.139481546380388
141,1142,15.0,Female,Caucasian,High School,13.09814246295718,23,1,None,1,1,0,0,1.0460447710800969
142,1143,18.0,Female,Asian,Some College,8.854718554129166,23,1,High,0,0,0,0,0.8164582452137992
143,1144,18.0,Male,Asian,High School,18.978324363774306,16,0,Moderate,1,0,1,0,2.03354462052118
144,1145,18.0,Male,Asian,Some College,4.919994806135904,7,1,Moderate,1,1,0,0,2.432078522782237
145,1146,17.0,Female,Caucasian,Bachelors,10.641736478760226,9,0,High,1,0,0,0,2.6597713195279016
146,1147,17.0,Female,Asian,Some College,9.64712417165506,1,1,Moderate,1,0,0,1,3.588887939765012
147,1148,17.0,Male,Asian,High School,14.057328881002029,11,0,High,0,1,0,0,2.3145876278110027
148,1149,15.0,Male,African American,Higher,1.3602046390484102,22,0,Low,1,1,0,1,1.00722582021403
149,1150,18.0,Male,Asian,Some College,3.875782600467097,5,0,High,1,0,0,0,2.8816123214605245
150,1151,17.0,Male,Asian,Some College,4.291296401856997,1,0,Low,0,1,1,0,2.804504928911685
151,1152,17.0,Female,African American,High School,14.763015096833794,20,1,High,0,1,0,0,1.7629211240998668
152,1153,15.0,Female,Caucasian,Bachelors,3.7827739265348015,22,0,Very High,1,0,0,1,1.11991126295732
153,1154,17.0,Male,Caucasian,Some College,11.469835277819534,23,0,Moderate,0,0,0,0,1.0306575057198797
154,1155,15.0,Female,Caucasian,Some College,4.304876410019074,2,0,Moderate,1,0,0,0,3.0756193536614336
155,1156,,Male,Caucasian,Bachelors,17.232499001679567,16,1,High,1,1,0,0,2.631434065124418
156,1157,17.0,Female,Caucasian,High School,18.84370908979277,28,0,None,0,1,1,1,0.5030669073279145
157,1158,16.0,Male,Caucasian,Some College,10.369859498844807,6,0,Moderate,0,0,0,0,2.784237837142815
158,1159,15.0,Female,Caucasian,Bachelors,7.046177684183565,28,0,Moderate,0,0,0,0,0.2476267650865634
159,1160,18.0,Male,Caucasian,High School,4.681155500349982,20,0,High,0,0,0,1,1.189548769618786
160,1161,17.0,Male,Asian,Some College,0.9956200304608752,4,1,High,1,0,0,1,3.3759940088028397
161,1162,15.0,Female,Other,Bachelors,5.370001523949908,22,1,High,0,0,0,0,1.293573556445951
162,1163,18.0,Male,Caucasian,Some College,13.084715598906358,0,1,High,0,0,1,1,3.7185869042869646
163,1164,18.0,Female,Other,Some College,10.672338626184215,7,0,High,1,0,0,0,2.670559614819829
164,1165,16.0,Female,African American,Bachelors,18.880825565618547,11,1,Moderate,1,0,0,0,2.369648013449619
165,1166,15.0,Male,Caucasian,Bachelors,7.925545249834012,13,0,Moderate,0,1,0,0,1.6244868202221543
166,1167,18.0,Female,Caucasian,High School,13.87726684656789,15,1,Moderate,1,1,0,0,2.5374768278143587
167,1168,17.0,Female,African American,None,9.786454949502428,9,0,Very High,0,1,0,0,2.298417928509479
168,1169,17.0,Female,Asian,Some College,10.251524318484233,14,0,High,1,0,0,0,2.2598041504961186
169,1170,16.0,Female,Asian,Some College,5.35548629208235,20,0,Moderate,0,1,0,0,1.3213433008698847
170,1171,18.0,Female,Caucasian,Some College,9.099015536839994,23,0,High,0,1,0,0,0.9499742281238568
171,1172,15.0,Male,Caucasian,Some College,9.415699940254145,25,0,Moderate,1,0,0,1,0.818786616073051
172,1173,17.0,Female,Caucasian,High School,14.132850434978678,14,1,High,0,0,0,0,2.3392245127535936
173,1174,18.0,Female,Caucasian,Some College,18.81279998372228,9,0,Moderate,0,1,0,0,2.6827762879633723
174,1175,18.0,Female,Caucasian,High School,6.586425549650086,20,1,Low,1,0,0,0,1.543837471085622
175,1176,16.0,Female,Caucasian,Some College,0.8440093716259689,27,0,High,1,0,0,0,0.1969011048236224
176,1177,17.0,Female,Asian,Some College,9.925902510012794,6,0,High,0,0,0,0,2.748610257448085
177,1178,17.0,Male,Other,High School,10.889226642983372,25,1,Moderate,1,0,1,0,1.1048937876999445
178,1179,15.0,Female,Caucasian,High School,3.368811022638305,2,0,Moderate,1,0,0,0,2.553439811443938
179,1180,17.0,Male,Other,Some College,15.209292125521332,1,0,High,1,0,0,1,3.2742334588098787
180,1181,15.0,Male,Caucasian,Some College,19.698582168829837,5,1,High,0,0,0,0,3.1860603780389143
181,1182,17.0,Male,Caucasian,High School,18.915494340169214,20,0,High,1,0,0,0,1.722115750240589
182,1183,16.0,Male,Caucasian,Higher,3.942120776473044,8,0,Moderate,1,1,0,0,2.3380463575903736
183,1184,17.0,Female,African American,Some College,17.507264798015214,9,1,Very High,1,1,0,0,3.273998748434336
184,1185,15.0,Male,Other,Higher,14.089872728233694,3,0,High,0,0,0,0,2.993502391205279
185,1186,15.0,Male,African American,Some College,9.076931276138232,26,1,High,1,0,0,0,0.8963978990233954
186,1187,16.0,Female,Caucasian,Some College,10.812219886494582,2,0,High,0,0,0,0,2.9610552588035977
187,1188,17.0,Female,African American,Bachelors,16.99200349964916,8,0,Low,1,0,0,0,2.6743510954520984
188,1189,17.0,Female,Caucasian,Some College,9.602698792767464,23,0,None,1,1,0,0,1.2178731513333656
189,1190,16.0,Male,Asian,Some College,7.464147382102537,21,1,High,0,0,0,0,1.36559111032951
190,1191,17.0,Female,African American,High School,9.864949860519715,16,0,Moderate,0,0,0,1,1.5222748446854282
191,1192,17.0,Female,Caucasian,Some College,11.582596080700982,13,1,High,0,0,0,0,2.2314023973705024
192,1193,15.0,Male,African American,High School,3.781553075566977,9,0,Moderate,1,0,0,0,2.135266354890094
193,1194,17.0,Female,African American,High School,18.018154605339813,12,0,Moderate,0,0,0,0,2.255698914963147
194,1195,,Female,Caucasian,None,13.483738976592276,11,1,Low,1,0,1,0,2.751145787611705
195,1196,16.0,Female,African American,None,12.665378346749778,26,0,High,1,1,0,0,0.8976341586164038
196,1197,16.0,Female,Caucasian,Higher,1.9899245236127627,0,0,Low,1,0,0,1,3.117354434785501
197,1198,18.0,Male,Asian,High School,12.083478763451836,27,0,High,1,0,1,0,1.2875951312580094
198,1199,15.0,Female,Asian,Some College,2.4192132447698467,21,0,Moderate,0,0,0,0,0.5710530980330257
199,1200,17.0,Female,Asian,Bachelors,1.573953503907981,28,0,High,1,0,0,0,0.5813557994949716
200,1201,17.0,Male,African American,Some College,10.546217912847863,18,0,Low,0,0,1,0,1.6434624040739565
201,1202,18.0,Female,African American,High School,8.055710680929899,18,0,Low,0,0,0,0,1.2348440407820207
202,1203,17.0,Male,Caucasian,Some College,11.776205403124465,5,0,High,0,1,0,1,2.968093619579765
203,1204,15.0,Female,Asian,Some College,1.784443361144772,12,0,Moderate,1,0,0,0,2.009298479722319
204,1205,18.0,Male,Caucasian,Some College,8.619661256945168,18,0,Low,1,0,0,0,1.146086034129592
205,1206,15.0,Male,Caucasian,Some College,3.4957343009031594,12,1,Very High,0,0,0,0,2.1923631978552875
206,1207,18.0,Male,Caucasian,Higher,19.74200171848233,26,1,Low,1,0,0,0,0.94573087329995
207,1208,18.0,Male,Caucasian,Some College,11.223004248703488,25,0,Moderate,1,0,0,0,0.5672500284902902
208,1209,16.0,Female,African American,High School,13.748737218817348,21,0,Low,0,0,0,0,0.9707643470928292
209,1210,15.0,Male,Caucasian,Some College,6.508365613652156,20,1,Moderate,1,0,1,1,1.6560601255004677
210,1211,17.0,Female,Asian,None,1.894778295586883,3,0,Moderate,0,0,1,0,2.8393132491560324
211,1212,17.0,Male,Caucasian,Bachelors,19.517417255670733,23,0,Low,0,0,1,1,0.189818059909026
212,1213,15.0,Male,Caucasian,High School,5.7251807076636645,1,0,High,1,0,0,0,3.25829468502287
213,1214,17.0,Male,African American,High School,8.476163703471485,14,1,Moderate,0,0,0,0,1.9200558526588956
214,1215,17.0,Female,Caucasian,Bachelors,12.9972784340515,11,0,High,0,0,0,0,2.0217714943693785
215,1216,15.0,Male,Caucasian,Some College,0.4939459537222257,29,1,Low,1,0,0,0,0.1259330746249498
216,1217,18.0,Female,Asian,High School,16.205182610345737,26,1,Moderate,1,0,0,0,1.2870134123902284
217,1218,15.0,Female,Caucasian,Some College,10.731563800572406,6,0,None,1,0,1,0,2.591426703229313
218,1219,18.0,Female,Asian,Bachelors,5.564343741376443,19,1,High,0,0,0,0,1.4633796485356
219,1220,17.0,Female,Caucasian,High School,1.232159705849385,17,0,High,0,0,0,0,1.465549386433812
220,1221,17.0,Female,Caucasian,Bachelors,3.2499683094888288,22,0,High,1,1,0,1,1.710466837709535
221,1222,17.0,Female,Asian,None,17.900677177068737,12,0,Moderate,0,1,0,1,2.288505685252231
222,1223,16.0,Female,Caucasian,Some College,13.72048447871782,16,0,High,0,0,1,0,1.9609688486532324
223,1224,18.0,Female,Caucasian,Bachelors,4.998034432737796,3,0,High,0,0,0,0,2.6216233262773407
224,1225,16.0,Female,Caucasian,High School,1.3120152989005909,24,0,None,1,0,0,0,0.7683163859836675
225,1226,16.0,Male,Caucasian,Some College,13.812306247732726,13,0,Low,0,0,1,0,1.8064063454058108
226,1227,15.0,Male,Asian,High School,11.448154519355302,19,0,Moderate,0,0,0,0,0.88186635307777
227,1228,16.0,Male,Caucasian,Some College,8.090390489164701,27,0,High,0,1,0,0,0.8170682206563473
228,1229,15.0,Male,Asian,Some College,7.272228983801277,12,1,None,0,0,0,0,1.4461325277019692
229,1230,15.0,Male,Asian,Some College,4.336285518582166,2,0,High,0,1,0,0,3.339094362200312
230,1231,16.0,Female,Caucasian,High School,13.392225130750353,25,0,Moderate,0,0,0,0,0.8196254779474454
231,1232,18.0,Female,Other,High School,19.41336055587741,25,0,Moderate,0,0,0,0,0.6768179731112823
232,1233,18.0,Female,Caucasian,None,3.514304916736517,17,0,Low,0,1,0,1,1.3895448744649723
233,1234,18.0,Female,Other,High School,11.942332400310068,13,0,Moderate,0,1,0,1,1.9915084140251773
234,1235,18.0,Female,Caucasian,Some College,8.483701114919524,14,0,None,0,1,0,0,1.6398675504146123
235,1236,18.0,Female,African American,Bachelors,8.933774434893298,2,0,None,0,1,0,0,2.511743020605421
236,1896,18.0,Female,Asian,High School,8.2969370060319,13,0,Moderate,0,1,0,0,2.27691831821056
237,1238,16.0,Male,Caucasian,Some College,16.50269751322838,25,1,Moderate,0,0,1,0,1.25865485443205
238,1239,17.0,Male,African American,Higher,9.705112082944822,23,1,Moderate,0,0,0,0,1.4179299273727557
239,1350,17.0,Female,Caucasian,None,12.253686893492144,4,0,Moderate,0,0,0,0,2.8337600718448117
240,1241,16.0,Male,Caucasian,Bachelors,6.095218255946515,2,1,Moderate,0,1,0,0,3.08869986818596
241,1242,17.0,Female,Caucasian,Some College,3.636169313338995,13,0,None,1,1,0,0,1.6413414427787147
242,1243,18.0,Female,Asian,High School,1.7182077640564095,2,0,Moderate,0,1,0,0,2.5868706562634283
243,1244,15.0,Female,African American,None,14.282382818498318,12,1,Moderate,0,0,0,0,2.389032645212185
244,1245,17.0,Male,Other,Some College,3.924685633757112,14,0,Moderate,1,0,0,0,1.8981464002812247
245,1246,16.0,Female,Asian,High School,13.801507083775954,17,0,Very High,0,1,0,0,2.1104879749817496
246,1247,15.0,Female,Other,High School,7.807528920939077,13,0,Moderate,0,0,0,0,1.7002735894049137
247,1248,15.0,Female,Asian,Some College,8.315496019793029,20,0,Moderate,1,0,0,0,1.0444999950877136
248,1249,15.0,Male,Caucasian,Some College,9.383549921855431,25,0,Moderate,0,1,0,0,1.1941661337644758
249,1250,17.0,Female,Caucasian,Some College,7.354170162550863,2,0,Low,0,0,1,0,2.6491368281965504
250,1251,16.0,Male,Asian,High School,2.0123995444518017,18,0,High,0,1,0,0,1.2341413889277302
251,1252,15.0,Male,African American,High School,6.192636200056915,7,0,Moderate,1,0,0,0,2.127408865912826
252,1253,18.0,Male,Caucasian,Some College,13.274687213878767,3,1,Low,1,0,0,0,2.913887649138132
253,1254,15.0,Male,Caucasian,Higher,13.31568802937742,3,0,High,0,0,0,1,3.119393913150377
254,1255,15.0,Female,Other,Some College,5.724486144799887,18,1,None,0,0,0,0,1.0363787383257312
255,1256,17.0,Male,African American,Bachelors,9.20205253115376,10,0,Very High,1,0,0,1,2.403284547023526
256,1257,17.0,Male,Caucasian,Some College,3.8689445602387496,0,1,High,0,0,0,0,3.1565080639094454
257,1258,,Female,Caucasian,Some College,4.207441630596716,7,1,Moderate,0,1,1,0,2.723471858740064
258,1259,18.0,Female,Caucasian,High School,0.4609417681321481,14,0,Low,1,1,0,0,1.5309511463109082
259,1260,17.0,Male,Caucasian,Some College,17.934930998154893,0,0,Low,0,0,0,0,3.468581349135728
260,1261,15.0,Female,Caucasian,Some College,4.214133301498125,6,0,Low,1,0,0,0,2.3020320443414053
261,1262,16.0,Male,Caucasian,Some College,4.550677538729266,20,1,Low,1,0,0,0,1.265677909199434
262,1263,15.0,Male,Asian,Some College,5.592028652902636,19,0,Moderate,1,1,0,1,1.479602227739032
